Time,Stouch_RA5C1,Stouch_RA6D1,Stouch_RA4P2,Stouch_RA5C2,Stouch_RA6D2,Stouch_RA4P3,Stouch_RA5C3,Stouch_RA6D3,Stouch_RA4P4,Stouch_RA5C4,Stouch_RA6D4,Stouch_RA4P5,Stouch_RA5C5,Stouch_RA6D5
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0138484, 0, 0, 0.00672264, 0.00149969
0.013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0074173, 0, 0, 0.0103823, 0.00128261
0.018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00514777, 0, 0, 0.011494, 0.00108983
0.023, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00386769, 0, 0, 0.0122482, 0.000822529
0.028, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00314255, 0, 0, 0.00726415, 0.000493247
0.033, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0024195, 0, 0, 0.00485719, 0.000244464
0.038, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.150615, 0, 0, 0.0579782, 0
0.039, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0209527, 0, 0, 0, 0
0.044, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00250384, 0, 0, 0, 0
0.049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00239927, 0, 0, 0, 0
0.054, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.065, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.075, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.079, 0, 0, 0, 0, 0.0373864, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.08, 0, 0, 0, 0, 0.529487, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.083, 0, 0, 0, 0.215229, 0.887466, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.091, 0, 0, 0, 0.251869, 0.890855, 0, 0.733765, 0, 0, 0.324565, 0, 0, 0, 0.498778
0.098, 0, 0, 0, 0, 0.496213, 0, 0.744213, 0, 0, 0.504582, 0, 0, 0, 0.51818
0.102, 0, 0, 0, 0.0332649, 0.255466, 0, 0.883132, 0.222175, 0, 0.644228, 0.142134, 0, 0, 0.511063
0.103, 0, 0, 0, 0.0248074, 0.271061, 0, 1.04228, 0.257954, 0, 0.706317, 0.348885, 0, 0, 0.607028
0.106, 0, 0, 0, 0.108588, 1.49903, 0, 1.00399, 0.400514, 0, 0.656376, 0.483052, 0, 0, 0.652551
0.109, 0, 0, 0, 0, 0.372552, 0, 0.453578, 0.285417, 0, 0.31111, 0.243134, 0, 0, 0.175846
0.112, 0, 0, 0, 0, 0.450681, 0, 0.743125, 0.581974, 0, 0.644053, 0.393849, 0, 0, 0.543931
0.115, 0, 0, 0, 0.00475153, 0.280706, 0, 0.647715, 0.634116, 0, 0.587462, 0.354424, 0, 0, 0.517648
0.118, 0, 0, 0, 0.0148119, 0.358991, 0, 0.672128, 0.747577, 0, 0.633957, 0.388783, 0, 0, 0.595652
0.121, 0, 0, 0, 0.0212949, 0.358011, 0, 0.647337, 0.744385, 0, 0.601844, 0.36673, 0, 0, 0.559631
0.122, 0, 0, 0, 0.0255651, 0.36398, 0, 0.652247, 0.747748, 0, 0.598781, 0.367797, 0, 0, 0.559734
0.125, 0, 0, 0, 0.03126, 0.368872, 0, 0.632897, 0.774634, 0, 0.59733, 0.355589, 0, 0, 0.557371
0.128, 0, 0, 0, 0.0322507, 0.367215, 0, 0.623941, 0.777964, 0, 0.595169, 0.352403, 0, 0, 0.555787
0.132, 0, 0, 0, 0.031944, 0.363138, 0, 0.617881, 0.783536, 0, 0.594789, 0.346168, 0, 0, 0.557094
0.136, 0, 0, 0, 0.031521, 0.359439, 0, 0.614517, 0.773239, 0, 0.596895, 0.342396, 0, 0, 0.559304
0.14, 0, 0, 0, 0.0314778, 0.356684, 0, 0.611722, 0.763501, 0, 0.600888, 0.336465, 0, 0, 0.561578
0.141, 0, 0, 0, 0.0317388, 0.356963, 0, 0.612967, 0.757922, 0, 0.602093, 0.336509, 0, 0, 0.56288
0.145, 0, 0, 0, 0.0314084, 0.354612, 0, 0.612296, 0.740958, 0, 0.604651, 0.330619, 0, 0, 0.562983
0.148, 0, 0, 0, 0.0445782, 0.506417, 0, 0.613553, 0.729903, 0, 0.607007, 0.328323, 0, 0, 0.564057
0.151, 0, 0, 0, 0.038408, 0.444042, 0, 0.570567, 0.652619, 0, 0.55804, 0.29278, 0, 0, 0.494726
0.155, 0, 0, 0, 0.0354828, 0.436098, 0, 0.589037, 0.65699, 0, 0.581828, 0.299434, 0, 0, 0.521261
0.158, 0, 0, 0, 0.032454, 0.420814, 0, 0.593855, 0.645378, 0, 0.586935, 0.295024, 0, 0, 0.524717
0.159, 0, 0, 0, 0.0333457, 0.421028, 0, 0.600732, 0.64468, 0, 0.593282, 0.296409, 0, 0, 0.530922
0.162, 0, 0, 0, 0.0327624, 0.410416, 0, 0.604972, 0.625476, 0, 0.592866, 0.2971, 0, 0, 0.538914
0.166, 0, 0, 0, 0.0304757, 0.408112, 0, 0.605783, 0.623207, 0, 0.599674, 0.294294, 0, 0, 0.536549
0.17, 0, 0, 0, 0.0378248, 0.405344, 0, 0.612382, 0.600729, 0, 0.60227, 0.292315, 0, 0, 0.538106
0.174, 0, 0, 0, 0.0390638, 0.407725, 0, 0.614926, 0.588348, 0, 0.607446, 0.289206, 0, 0, 0.539598
0.178, 0, 0, 0, 0.0398348, 0.408538, 0, 0.616525, 0.577376, 0, 0.60895, 0.287936, 0, 0, 0.538953
0.179, 0, 0, 0, 0.0399139, 0.408636, 0, 0.616847, 0.574339, 0, 0.609153, 0.287156, 0, 0, 0.538709
0.182, 0, 0, 0, 0.0406022, 0.409497, 0, 0.620361, 0.566657, 0, 0.611178, 0.281582, 0, 0, 0.538906
0.185, 0, 0, 0, 0.0408636, 0.410043, 0, 0.628733, 0.552012, 0, 0.613035, 0.279567, 0, 0, 0.538992
0.188, 0, 0, 0, 0.0411631, 0.410269, 0, 0.632859, 0.543547, 0, 0.614932, 0.278363, 0, 0, 0.538879
0.192, 0, 0, 0, 0.0420806, 0.409877, 0, 0.635855, 0.533893, 0, 0.617152, 0.278312, 0, 0, 0.539066
0.195, 0, 0, 0, 0.0423132, 0.410097, 0, 0.640372, 0.52186, 0, 0.619331, 0.277482, 0, 0, 0.53969
0.198, 0, 0, 0, 0.0455072, 0.409109, 0, 0.646178, 0.51088, 0, 0.620765, 0.277209, 0, 0, 0.541765
0.199, 0, 0, 0, 0.0438504, 0.410443, 0, 0.648454, 0.508199, 0, 0.621562, 0.276863, 0, 0, 0.541334
0.202, 0, 0, 0, 0.042731, 0.410477, 0, 0.65196, 0.502873, 0, 0.622287, 0.276179, 0, 0.000927564, 0.539744
0.206, 0, 0, 0, 0.0426138, 0.41055, 0, 0.659312, 0.495602, 0, 0.624599, 0.274521, 0, 0.00120061, 0.539691
0.21, 0, 0, 0, 0.0432933, 0.410338, 0, 0.669222, 0.48537, 0, 0.626084, 0.273792, 0, 0.00132753, 0.540308
0.214, 0, 0, 0, 0.0436372, 0.410545, 0, 0.680841, 0.47447, 0, 0.627905, 0.273179, 0, 0.00130319, 0.541428
0.218, 0, 0, 0, 0.0438392, 0.410978, 0, 0.687414, 0.459465, 0, 0.629698, 0.272333, 0, 0.00151089, 0.541698
0.222, 0, 0, 0, 0.0445242, 0.410537, 0, 0.693271, 0.448959, 0, 0.630916, 0.271514, 0, 0.00170881, 0.541924
0.225, 0, 0, 0, 0.0448239, 0.410283, 0, 0.702173, 0.441791, 0, 0.632088, 0.271017, 0, 0.00187107, 0.542423
0.229, 0, 0, 0, 0.0448667, 0.410097, 0, 0.708689, 0.435316, 0, 0.635912, 0.269866, 0, 0.00207713, 0.542983
0.233, 0, 0, 0, 0.0451176, 0.409804, 0, 0.720715, 0.427833, 0, 0.636771, 0.269396, 0, 0.00227465, 0.543762
0.234, 0, 0, 0, 0.0451752, 0.40986, 0, 0.725328, 0.425658, 0, 0.637068, 0.269325, 0, 0.00236265, 0.543941
0.238, 0, 0, 0, 0.0452275, 0.409806, 0, 0.728834, 0.421789, 0, 0.637425, 0.268993, 0, 0.00255809, 0.544567
0.242, 0, 0, 0, 0.0454287, 0.409557, 0, 0.734894, 0.417604, 0, 0.63788, 0.26915, 0, 0.00461182, 0.543754
0.246, 0, 0, 0, 0.0455206, 0.409443, 0, 0.743044, 0.409382, 0, 0.638844, 0.268766, 0, 0.00486465, 0.544607
0.25, 0, 0, 0, 0.0455914, 0.409423, 0, 0.749398, 0.402768, 0, 0.639235, 0.268263, 0, 0.00508081, 0.545342
0.255, 0, 0, 0, 0.0457042, 0.409529, 0, 0.759603, 0.393766, 0, 0.639141, 0.268002, 0, 0.00552247, 0.545996
0.258, 0, 0, 0, 0.0457689, 0.409614, 0, 0.764012, 0.391194, 0, 0.639449, 0.267992, 0, 0.00574696, 0.546514
0.262, 0, 0, 0, 0.0458949, 0.409472, 0, 0.772152, 0.384942, 0, 0.640216, 0.267451, 0, 0.00628997, 0.546817
0.266, 0, 0, 0, 0.0459604, 0.409495, 0, 0.779499, 0.380368, 0, 0.640918, 0.267102, 0, 0.00659396, 0.547608
0.267, 0, 0, 0, 0.0459722, 0.409486, 0, 0.780758, 0.379678, 0, 0.642319, 0.267011, 0, 0.00653412, 0.548308
0.271, 0, 0, 0, 0.0460172, 0.409499, 0, 0.784456, 0.376765, 0, 0.675521, 0.259471, 0, 0.00740157, 0.548308
0.275, 0, 0, 0, 0.0461026, 0.409561, 0, 0.791337, 0.369926, 0, 0.675157, 0.258952, 0, 0.00802828, 0.548933
0.279, 0, 0, 0, 0.0461756, 0.40966, 0, 0.797513, 0.36475, 0, 0.674571, 0.258468, 0, 0.00851089, 0.549689
0.283, 0, 0, 0, 0.0462609, 0.409751, 0, 0.801584, 0.35205, 0, 0.673817, 0.258007, 0, 0.00882795, 0.550453
0.288, 0, 0, 0, 0.0463924, 0.409688, 0, 0.81077, 0.33514, 0, 0.672902, 0.257501, 0, 0.00936764, 0.551237
0.291, 0, 0, 0, 0.0464408, 0.409739, 0, 0.815, 0.328928, 0, 0.672263, 0.257323, 0, 0.00969188, 0.551894
0.295, 0, 0, 0, 0.0466843, 0.409701, 0, 0.822345, 0.320978, 0, 0.670172, 0.257083, 0, 0.0101631, 0.551996
0.299, 0, 0, 0, 0.0469085, 0.410409, 0, 0.830803, 0.312635, 0, 0.638176, 0.264101, 0, 0.0104545, 0.552778
0.3, 0, 0, 0, 0.0469118, 0.410318, 0, 0.83177, 0.310831, 0, 0.637992, 0.263965, 0, 0.0104719, 0.552606
0.304, 0, 0, 0, 0.0471784, 0.410889, 0, 0.837441, 0.303116, 0, 0.638764, 0.263963, 0, 0.0108605, 0.553279
0.307, 0, 0, 0, 0.0471926, 0.410934, 0, 0.841037, 0.297421, 0, 0.67112, 0.256784, 0, 0.0110511, 0.553686
0.31, 0, 0, 0, 0.0474231, 0.41039, 0, 0.844904, 0.294126, 0, 0.670672, 0.25651, 0, 0.0112818, 0.554246
0.313, 0, 0, 0, 0.0474233, 0.410109, 0, 0.8484, 0.291111, 0, 0.670292, 0.256376, 0, 0.0115974, 0.555019
0.316, 0, 0, 0, 0.047381, 0.409768, 0, 0.866365, 0.289098, 0, 0.669588, 0.256231, 0, 0.0118459, 0.555808
0.317, 0, 0, 0, 0.0474161, 0.40975, 0, 0.867211, 0.28815, 0, 0.669467, 0.256222, 0, 0.01197, 0.556109
0.32, 0, 0, 0, 0.0473819, 0.409526, 0, 0.869972, 0.288339, 0, 0.637351, 0.263306, 0, 0.0122412, 0.556693
0.323, 0, 0, 0, 0.0473891, 0.409443, 0, 0.873032, 0.287102, 0, 0.638049, 0.263095, 0, 0.0124868, 0.557352
0.326, 0, 0, 0, 0.0473968, 0.409369, 0, 0.876174, 0.28544, 0, 0.670326, 0.256107, 0, 0.0126777, 0.557997
0.329, 0, 0, 0, 0.0474383, 0.409396, 0, 0.881681, 0.283053, 0, 0.669622, 0.255872, 0, 0.0129142, 0.558509
0.332, 0, 0, 0, 0.0475093, 0.409454, 0, 0.885082, 0.281871, 0, 0.636116, 0.262812, 0, 0.0131379, 0.558896
