Time,Stouch_RA5C1,Stouch_RA6D1,Stouch_RA4P2,Stouch_RA5C2,Stouch_RA6D2,Stouch_RA4P3,Stouch_RA5C3,Stouch_RA6D3,Stouch_RA4P4,Stouch_RA5C4,Stouch_RA6D4,Stouch_RA4P5,Stouch_RA5C5,Stouch_RA6D5
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.035, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.05, 0, 0.786936, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.063, 0, 1.02637, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.087, 0, 1.59384, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0, 1.48577, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.112, 0, 1.51282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.124, 0, 1.56469, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.135, 0, 1.58765, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.147, 0, 1.64234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.159, 0, 1.7009, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.171, 0, 1.6902, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.183, 0, 1.69851, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.196, 0, 1.45195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.206, 0, 1.45859, 0, 0.22415, 1.25477, 0, 0, 0, 0, 0, 0, 0, 0, 0.84714
0.214, 0, 1.46205, 0, 0.657189, 2.94339, 0, 0, 0, 0, 0, 0, 0, 0.235351, 0.836785
0.223, 0, 1.46433, 0, 0.686357, 2.57386, 0, 0, 0, 0, 0, 0, 0, 0.501688, 0.977872
0.238, 0, 1.46962, 0, 0.787982, 2.3854, 0, 2.12648, 0.859958, 0, 1.01257, 0, 0, 0.304731, 0.553591
