Time,Stouch_RA5C1,Stouch_RA6D1,Stouch_RA4P2,Stouch_RA5C2,Stouch_RA6D2,Stouch_RA4P3,Stouch_RA5C3,Stouch_RA6D3,Stouch_RA4P4,Stouch_RA5C4,Stouch_RA6D4,Stouch_RA4P5,Stouch_RA5C5,Stouch_RA6D5
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.003, 0, 0, 0, 0, 0, 0, 0.0299904, 0, 0, 0.317771, 0, 0, 1.105, 1.4199
0.007, 0, 0, 0, 0, 0, 0, 0.0264975, 0, 0, 0.204224, 0, 0, 0.932572, 0.65995
0.011, 0, 0, 0, 0, 0, 0, 0.0823342, 0, 0, 0.113918, 0, 0, 0.532504, 0.306787
0.014, 0, 0, 0, 0, 0, 0, 0.0267802, 0, 0, 0.0660768, 0, 0, 0.272959, 0.12069
0.018, 0, 0, 0, 0, 0, 0, 0.00916728, 0, 0, 0, 0, 0, 0.0726073, 0
0.022, 0, 0, 0, 0, 0, 0, 0.016048, 0, 0, 0, 0, 0, 0, 0
0.026, 0, 0, 0, 0, 0, 0, 0.0158778, 0, 0, 0, 0, 0, 0, 0
0.027, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.031, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.035, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.039, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.043, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.053, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.061, 0, 0, 0, 0.0656493, 0.0609089, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.062, 0, 0, 0, 2.005, 0.348292, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.066, 0, 0, 0, 1.75454, 0.2924, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.07, 0, 0, 0, 0, 2.32463, 0, 1.66183, 0, 0, 0, 0, 0, 0, 0
0.073, 0, 0, 0, 0, 0.162354, 0, 0.863793, 0, 0, 0, 0, 0, 0, 0
