Time,Stouch_RA5C1,Stouch_RA6D1,Stouch_RA4P2,Stouch_RA5C2,Stouch_RA6D2,Stouch_RA4P3,Stouch_RA5C3,Stouch_RA6D3,Stouch_RA4P4,Stouch_RA5C4,Stouch_RA6D4,Stouch_RA4P5,Stouch_RA5C5,Stouch_RA6D5
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0116192, 0, 0, 0.00514683, 0.00153127
0.009, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0105269, 0, 0, 0.00758346, 0.00131112
0.013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0066213, 0, 0, 0.00849166, 0.00124467
0.017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00490058, 0, 0, 0.00907363, 0.00117732
0.021, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00414719, 0, 0, 0.00742886, 0.00100158
0.026, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00353571, 0, 0, 0.00692005, 0.00075404
0.031, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00245172, 0, 0, 0.00556583, 0.000546657
0.032, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00240487, 0, 0, 0.00522714, 0.000508165
0.036, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00208761, 0, 0, 0.00425412, 0.000343219
0.045, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00279957, 0, 0, 0, 0
0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00252878, 0, 0, 0, 0
0.055, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.059, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.064, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.069, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.075, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.08, 0, 0, 0, 0, 0.0307936, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.087, 0, 0, 0, 0.326363, 2.30811, 0, 0.565419, 0, 0, 0, 0, 0, 0, 0
0.09, 0, 0, 0, 0.0950501, 0.561302, 0, 0.513778, 0, 0, 0.32995, 0, 0, 0, 0.391276
0.091, 0, 0, 0, 0.471147, 1.36735, 0, 1.12546, 0, 0, 0.712705, 0, 0, 0, 0.758751
0.094, 0, 0, 0, 0, 0.914938, 0, 0.851889, 0, 0, 0.602066, 0, 0, 0.00977609, 0.603125
0.097, 0, 0, 0, 0, 0.67418, 0, 0.948972, 0.170755, 0, 0.722741, 0, 0, 0.0118275, 0.84075
0.099, 0, 0, 0, 1.01665, 2.70585, 0, 2.51851, 0.0943518, 0, 2.99124, 0, 0, 1.01105, 1.06206
0.102, 0, 0, 0, 0.00254929, 0.252344, 0, 0.34019, 0.260099, 0, 0.253304, 0.191132, 0, 0.0126322, 0.103571
0.104, 0, 0, 0, 0, 0.486939, 0, 1.02143, 0.640671, 0, 0.707937, 0.494646, 0, 0.182947, 0.57648
0.105, 0, 0, 0, 0.006725, 0.286211, 0, 0.924931, 0.663285, 0, 0.664974, 0.521612, 0, 0.149526, 0.536843
0.107, 0, 0, 0, 0.00527789, 0.256158, 0, 0.944265, 0.754997, 0, 0.720602, 0.535598, 0, 0.00277342, 0.733526
0.11, 0, 0, 0, 0, 1.19205, 0, 0.855081, 0.785626, 0, 0.884422, 0.381332, 0, 0.203337, 0.581985
0.113, 0, 0, 0, 0, 0.470461, 0, 0.701222, 0.664214, 0, 0.588905, 0.327244, 0, 0.0333322, 0.444849
0.116, 0, 0, 0, 0, 0.433045, 0, 0.828432, 0.822477, 0, 0.731418, 0.400767, 0, 0.0647277, 0.603259
0.119, 0, 0, 0, 0, 0.384672, 0, 0.870425, 0.846593, 0, 0.746454, 0.398389, 0, 0.0618105, 0.619414
0.12, 0, 0, 0, 0, 0.402334, 0, 0.882493, 0.858354, 0, 0.756815, 0.400637, 0, 0.0651631, 0.629129
0.123, 0, 0, 0, 0, 0.389962, 0, 0.598716, 0.705922, 0, 0.761203, 0.407744, 0, 0.0634818, 0.63397
0.126, 0, 0, 0, 0, 0.410935, 0, 0.586466, 0.714855, 0, 0.7766, 0.409677, 0, 0.0657278, 0.639864
0.129, 0, 0, 0, 0, 0.431304, 0, 0.574266, 0.705348, 0, 0.788138, 0.3997, 0, 0.0656648, 0.638925
0.132, 0, 0, 0, 0, 0.425114, 0, 0.677408, 0.939008, 0, 0.788134, 0.390141, 0, 0.0593406, 0.64228
0.135, 0, 0, 0, 0, 0.419921, 0, 0.769088, 0.857748, 0, 0.803662, 0.379204, 0, 0.0669206, 0.64013
0.138, 0, 0, 0, 0, 0.41862, 0, 0.765723, 0.860298, 0, 0.817156, 0.378307, 0, 0.0668898, 0.645395
0.139, 0, 0, 0, 0, 0.418507, 0, 0.767279, 0.858506, 0, 0.826647, 0.376262, 0, 0.0673995, 0.646503
0.143, 0, 0, 0, 0, 0.413457, 0, 0.777341, 0.842365, 0, 0.84514, 0.372818, 0, 0.0683326, 0.651485
0.146, 0, 0, 0, 0, 0.411791, 0, 0.782939, 0.838034, 0, 0.848504, 0.374788, 0, 0.0688744, 0.655129
0.149, 0, 0, 0, 0, 0.409457, 0, 0.787722, 0.835375, 0, 0.852597, 0.377939, 0, 0.0694741, 0.657976
0.152, 0, 0, 0, 0, 0.407732, 0, 0.796216, 0.82678, 0, 0.859146, 0.374708, 0, 0.0705482, 0.660722
0.155, 0, 0, 0, 0, 0.404134, 0, 0.81036, 0.813534, 0, 0.861596, 0.376439, 0, 0.0712496, 0.663811
0.156, 0, 0, 0, 0, 0.402966, 0, 0.811181, 0.810414, 0, 0.863326, 0.375273, 0, 0.0715269, 0.665386
