Time,Stouch_RA5C1,Stouch_RA6D1,Stouch_RA4P2,Stouch_RA5C2,Stouch_RA6D2,Stouch_RA4P3,Stouch_RA5C3,Stouch_RA6D3,Stouch_RA4P4,Stouch_RA5C4,Stouch_RA6D4,Stouch_RA4P5,Stouch_RA5C5,Stouch_RA6D5
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.090438, 0, 0, 0.0121165, 0.0811776
0.005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0219503, 0, 0, 0.0144167, 0.00232338
0.01, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0122345, 0, 0, 0.0158473, 0.00136878
0.015, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00761855, 0, 0, 0.0175896, 0.00118917
0.02, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00505516, 0, 0, 0.0149919, 0.000791663
0.025, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00386021, 0, 0, 0.0139835, 0.000456684
0.034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00222754, 0, 0, 0.00395288, 0
0.04, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00288205, 0, 0, 0, 0
0.045, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00197359, 0, 0, 0, 0
0.049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001611, 0, 0, 0, 0
0.054, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.059, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.063, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.068, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.073, 0, 0, 0, 0, 0.046832, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.074, 0, 0, 0, 0, 0.659761, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.078, 0, 0, 0, 0.301081, 1.14682, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.081, 0, 0, 0, 0.157488, 0.825057, 0, 0.40638, 0, 0, 0, 0, 0, 0, 0
0.084, 0, 0, 0, 0.309457, 1.07259, 0, 0.749032, 0, 0, 0.297657, 0, 0, 0, 0.230182
0.088, 0, 0, 0, 0.186161, 0.805525, 0, 0.684684, 0, 0, 0.4466, 0, 0, 0, 0.459652
0.092, 0, 0, 0, 0.206796, 1.34406, 0, 0.79094, 0, 0, 0.537823, 0, 0, 0, 0.510198
0.093, 0, 0, 0, 0.0448894, 1.00928, 0, 0.543626, 0, 0, 0.376573, 0, 0, 0, 0.360339
0.096, 0, 0, 0, 0, 0.577017, 0, 0.633988, 0, 0, 0.433167, 0, 0, 0, 0.414075
0.099, 0, 0, 0, 1.77861, 1.63195, 0, 2.75631, 0, 0, 2.32187, 0.0261964, 0, 0, 1.22872
0.102, 0, 0, 0, 0.181969, 0.614138, 0, 0.36233, 0.235112, 0, 0.214479, 0.241245, 0, 0, 0.0942415
0.103, 0, 0, 0, 0.494772, 0.809968, 0, 0.761466, 0.332335, 0, 0.494794, 0.370471, 0, 0, 0.383907
0.106, 0, 0, 0, 0.436817, 0.750114, 0, 0.555877, 0.407934, 0, 0.411767, 0.300912, 0, 0, 0.330589
0.109, 0, 0, 0, 0.439165, 0.868173, 0, 0.50864, 0.524838, 0, 0.41702, 0.281169, 0, 0, 0.340574
0.112, 0, 0, 0, 0.00615093, 1.04223, 0, 0.45001, 0.578255, 0, 0.359514, 0.261586, 0, 0, 0.296327
0.115, 0, 0, 0, 0.0947808, 0.790117, 0, 0.373632, 0.600273, 0, 0.296478, 0.225619, 0, 0, 0.238599
0.118, 0, 0, 0, 0.167758, 1.03664, 0, 0.421462, 0.721643, 0, 0.351565, 0.273927, 0, 0, 0.324373
0.119, 0, 0, 0, 0.0161106, 0.745149, 0, 0.337215, 0.672487, 0, 0.271132, 0.233697, 0, 0, 0.252096
0.122, 0, 0, 0, 0.0511209, 0.629264, 0, 0.415366, 0.774264, 0, 0.348508, 0.277269, 0, 0, 0.342553
0.126, 0, 0, 0, 0.0387313, 0.508124, 0, 0.41821, 0.829734, 0, 0.375141, 0.296272, 0, 0, 0.389339
0.129, 0, 0, 0, 0.0384658, 0.507673, 0, 0.448284, 0.874089, 0, 0.408814, 0.319963, 0, 0, 0.437827
0.132, 0, 0, 0, 0.0363701, 0.49785, 0, 0.449595, 0.861679, 0, 0.412827, 0.313119, 0, 0, 0.440293
0.135, 0, 0, 0, 0.0381837, 0.50958, 0, 0.452837, 0.856065, 0, 0.416195, 0.312404, 0, 0, 0.445725
0.139, 0, 0, 0, 0.0407782, 0.528113, 0, 0.449386, 0.837778, 0, 0.424985, 0.290033, 0, 0, 0.443264
0.14, 0, 0, 0, 0.0393972, 0.527692, 0, 0.44207, 0.827381, 0, 0.418983, 0.283628, 0, 0, 0.437539
0.144, 0, 0, 0, 0.0435952, 0.546652, 0, 0.44543, 0.807567, 0, 0.422888, 0.276089, 0, 0, 0.438091
0.148, 0, 0, 0, 0.0443639, 0.553098, 0, 0.443464, 0.771269, 0, 0.422219, 0.264861, 0, 0, 0.431556
0.151, 0, 0, 0, 0.0446484, 0.556472, 0, 0.443932, 0.742832, 0, 0.422769, 0.259478, 0, 0, 0.42897
0.155, 0, 0, 0, 0.0446346, 0.559091, 0, 0.442603, 0.719767, 0, 0.429468, 0.249769, 0, 0, 0.42799
0.159, 0, 0, 0, 0.0444496, 0.558609, 0, 0.442246, 0.691491, 0, 0.435571, 0.242357, 0, 0, 0.427108
0.163, 0, 0, 0, 0.0428804, 0.559969, 0, 0.440663, 0.670394, 0, 0.440906, 0.236957, 0, 0, 0.426468
0.17, 0, 0, 0, 0.0523989, 0.552678, 0, 0.451101, 0.621619, 0, 0.448054, 0.227351, 0, 0, 0.426263
0.174, 0, 0, 0, 0.053088, 0.555054, 0, 0.456532, 0.607234, 0, 0.45391, 0.225462, 0, 0, 0.428907
0.177, 0, 0, 0, 0.0535067, 0.554535, 0, 0.457349, 0.595756, 0, 0.454968, 0.22344, 0, 0, 0.427845
0.181, 0, 0, 0, 0.0535534, 0.556327, 0, 0.461802, 0.57728, 0, 0.459213, 0.219947, 0, 0, 0.428144
0.182, 0, 0, 0, 0.0536628, 0.556143, 0, 0.462123, 0.571668, 0, 0.459223, 0.219044, 0, 0, 0.427491
0.186, 0, 0, 0, 0.0545444, 0.556977, 0, 0.469769, 0.546062, 0, 0.46158, 0.217045, 0, 0, 0.426933
0.19, 0, 0, 0, 0.0548859, 0.558016, 0, 0.477101, 0.525785, 0, 0.462988, 0.215631, 0, 0, 0.42642
0.194, 0, 0, 0, 0.0552563, 0.558787, 0, 0.481165, 0.513812, 0, 0.46417, 0.21367, 0, 0, 0.425799
0.198, 0, 0, 0, 0.0573137, 0.558928, 0, 0.485706, 0.503078, 0, 0.464064, 0.212597, 0, 0, 0.425422
0.199, 0, 0, 0, 0.0562535, 0.559357, 0, 0.486074, 0.501265, 0, 0.464245, 0.212222, 0, 0, 0.425061
0.203, 0, 0, 0, 0.0542708, 0.560077, 0, 0.506275, 0.487133, 0, 0.466433, 0.209215, 0, 0, 0.424045
0.207, 0, 0, 0, 0.0564615, 0.559607, 0, 0.510009, 0.47667, 0, 0.465898, 0.209544, 0, 0, 0.42354
0.21, 0, 0, 0, 0.056709, 0.560047, 0, 0.516359, 0.463765, 0, 0.46685, 0.209276, 0, 0, 0.423214
0.213, 0, 0, 0, 0.0568173, 0.560359, 0, 0.505856, 0.457107, 0, 0.466567, 0.209335, 0, 0, 0.422986
0.216, 0, 0, 0, 0.0569396, 0.5609, 0, 0.527049, 0.442764, 0, 0.466584, 0.209339, 0, 0, 0.422556
0.217, 0, 0, 0, 0.0569255, 0.560965, 0, 0.52913, 0.44031, 0, 0.466451, 0.209295, 0, 0, 0.422282
0.22, 0, 0, 0, 0.0571899, 0.561316, 0, 0.532421, 0.435543, 0, 0.466613, 0.209322, 0, 0, 0.422089
0.224, 0, 0, 0, 0.0573595, 0.56169, 0, 0.537269, 0.429586, 0, 0.466664, 0.209243, 0, 0, 0.421712
0.228, 0, 0, 0, 0.0572664, 0.562436, 0, 0.540059, 0.425403, 0, 0.467301, 0.209204, 0, 0, 0.421448
0.232, 0, 0, 0, 0.0574046, 0.56285, 0, 0.542889, 0.420499, 0, 0.46725, 0.208915, 0, 0, 0.421044
0.236, 0, 0, 0, 0.0575132, 0.56349, 0, 0.551885, 0.41063, 0, 0.468905, 0.208032, 0, 0, 0.42078
0.237, 0, 0, 0, 0.0574693, 0.563486, 0, 0.554028, 0.406633, 0, 0.468635, 0.207892, 0, 0, 0.420545
0.241, 0, 0, 0, 0.0577848, 0.564068, 0, 0.562352, 0.394289, 0, 0.468609, 0.207805, 0, 0, 0.420407
0.245, 0, 0, 0, 0.05815, 0.562496, 0, 0.568012, 0.386223, 0, 0.46972, 0.207142, 0, 0, 0.419996
0.249, 0, 0, 0, 0.0579582, 0.562874, 0, 0.576636, 0.375996, 0, 0.47028, 0.207571, 0, 0, 0.420527
0.253, 0, 0, 0, 0.0582461, 0.562109, 0, 0.582117, 0.370608, 0, 0.469748, 0.207936, 0, 0, 0.420321
0.254, 0, 0, 0, 0.0583651, 0.562313, 0, 0.584612, 0.368861, 0, 0.470118, 0.20799, 0, 0, 0.420551
0.258, 0, 0, 0, 0.0590856, 0.561772, 0, 0.593753, 0.356129, 0, 0.470854, 0.207562, 0, 0, 0.420606
0.262, 0, 0, 0, 0.0591906, 0.562137, 0, 0.606618, 0.3407, 0, 0.471211, 0.207496, 0, 0, 0.420619
0.266, 0, 0, 0, 0.0587751, 0.562523, 0, 0.615465, 0.332013, 0, 0.471223, 0.207286, 0, 0, 0.420329
0.27, 0, 0, 0, 0.0598156, 0.561341, 0, 0.622393, 0.325105, 0, 0.471232, 0.207104, 0, 0, 0.420063
0.273, 0, 0, 0, 0.059861, 0.561577, 0, 0.626792, 0.321866, 0, 0.471562, 0.2075, 0, 0, 0.420453
0.276, 0, 0, 0, 0.0598675, 0.561308, 0, 0.636593, 0.307306, 0, 0.471477, 0.207391, 0, 0, 0.420301
0.277, 0, 0, 0, 0.0598881, 0.561386, 0, 0.637904, 0.30645, 0, 0.471589, 0.207423, 0, 0, 0.42037
0.281, 0, 0, 0, 0.0597091, 0.562589, 0, 0.65181, 0.293386, 0, 0.471559, 0.207373, 0, 0, 0.4203
0.285, 0, 0, 0, 0.0597497, 0.563032, 0, 0.663681, 0.281548, 0, 0.471101, 0.207105, 0, 0, 0.419849
0.289, 0, 0, 0, 0.0590383, 0.564064, 0, 0.674427, 0.267939, 0, 0.470951, 0.206963, 0, 0, 0.419603
