Time,Stouch_RA5C1,Stouch_RA6D1,Stouch_RA4P2,Stouch_RA5C2,Stouch_RA6D2,Stouch_RA4P3,Stouch_RA5C3,Stouch_RA6D3,Stouch_RA4P4,Stouch_RA5C4,Stouch_RA6D4,Stouch_RA4P5,Stouch_RA5C5,Stouch_RA6D5
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.107275, 0, 0, 0.0196476, 0.0844699
0.003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0300683, 0, 0, 0, 0.0508931
0.006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0214821, 0, 0, 0.0187024, 0.00236165
0.009, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0145378, 0, 0, 0.0196064, 0.00119332
0.013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00954065, 0, 0, 0.0211697, 0.000932051
0.017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00671538, 0, 0, 0.0213848, 0.000652744
0.021, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00490643, 0, 0, 0.0165351, 0.000285723
0.026, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.003929, 0, 0, 0.013605, 0
0.03, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00299984, 0, 0, 0.0103739, 0
0.035, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00245027, 0, 0, 0.00999347, 0.000394249
0.039, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0404591, 0, 0, 0, 0
0.046, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00113442, 0, 0, 0, 0
0.047, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00107292, 0, 0, 0, 0
0.052, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.057, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.062, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.067, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.072, 0, 0, 0, 0, 0.0539773, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.076, 0, 0, 0, 0, 2.24228, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.079, 0, 0, 0, 0.03861, 0.331724, 0, 0.290435, 0, 0, 0, 0, 0, 0, 0
0.083, 0, 0, 0, 0.171818, 1.74474, 0, 1.14926, 0, 0, 0.550777, 0, 0, 0, 1.1496
0.087, 0, 0, 0, 0.0609663, 0.378229, 0, 0.445947, 0, 0, 0.356883, 0, 0, 0, 0.309404
0.09, 0, 0, 0, 0.270982, 1.34141, 0, 1.10165, 0, 0, 0.774315, 0, 0, 0, 0.692359
0.092, 0, 0, 0, 0.00154953, 0.646726, 0, 0.553596, 0, 0, 0.382927, 0, 0, 0, 0.338063
0.095, 0, 0, 0, 0.135378, 1.61334, 0, 0.921572, 0.292898, 0, 0.599524, 0, 0, 0, 0.546497
0.097, 0, 0, 0, 1.217, 1.63848, 0, 2.29695, 0.0271074, 0, 2.04147, 0.0406569, 0, 0, 0.849668
0.099, 0, 0, 0, 0.018252, 0.272791, 0, 0.357122, 0.227105, 0, 0.225756, 0.238445, 0, 0, 0.078446
0.1, 0, 0, 0, 0.12511, 1.30421, 0, 0.988576, 0.376598, 0, 0.697324, 0.400648, 0, 0, 0.484971
0.103, 0, 0, 0, 0, 0.585281, 0, 0.378908, 0.29861, 0, 0.260174, 0.232747, 0, 0, 0.143465
0.106, 0, 0, 0, 0, 1.37869, 0, 0.552778, 0.570251, 0, 0.448414, 0.325175, 0, 0, 0.354389
0.109, 0, 0, 0, 0, 0.504219, 0, 0.266967, 0.463651, 0, 0.204993, 0.18042, 0, 0, 0.231777
0.112, 0, 0, 0, 0, 1.38445, 0, 0.479789, 0.818186, 0, 0.408264, 0.361748, 0, 0, 0.418522
0.113, 0, 0, 0, 0, 0.690014, 0, 0.165272, 0.626226, 0, 0.145456, 0.215497, 0, 0, 0.163099
0.116, 0, 0, 0, 0, 1.18099, 0, 0.397904, 0.819613, 0, 0.322014, 0.323403, 0, 0, 0.34404
0.123, 0, 0, 0, 0.0251696, 0.722486, 0, 0.217709, 0.677693, 0, 0.165253, 0.208997, 0, 0, 0.184439
0.126, 0, 0, 0, 0.0760223, 1.22964, 0, 0.331084, 0.791469, 0, 0.276951, 0.293282, 0, 0, 0.33713
0.129, 0, 0, 0, 0.0087046, 0.700268, 0, 0.185512, 0.606295, 0, 0.15096, 0.18242, 0, 0, 0.174832
0.13, 0, 0, 0, 0.135934, 1.13252, 0, 0.372013, 0.716947, 0, 0.306728, 0.261282, 0, 0, 0.326484
0.133, 0, 0, 0, 0.0229267, 0.788936, 0, 0.198374, 0.593837, 0, 0.172154, 0.184241, 0, 0, 0.202746
0.136, 0, 0, 0, 0.0711364, 1.1508, 0, 0.284626, 0.671283, 0, 0.267414, 0.23032, 0, 0, 0.315427
0.139, 0, 0, 0, 0.0192053, 0.777326, 0, 0.186032, 0.527145, 0, 0.18394, 0.148996, 0, 0, 0.199414
0.142, 0, 0, 0, 0.0765399, 1.16294, 0, 0.282635, 0.612068, 0, 0.280534, 0.209181, 0, 0, 0.321293
0.145, 0, 0, 0, 0.0181154, 0.771274, 0, 0.17096, 0.457196, 0, 0.196184, 0.124975, 0, 0, 0.197464
0.148, 0, 0, 0, 0.0790618, 1.17258, 0, 0.280999, 0.5418, 0, 0.298118, 0.18678, 0, 0, 0.324582
0.151, 0, 0, 0, 0.0173394, 0.767574, 0, 0.168472, 0.402291, 0, 0.203324, 0.110375, 0, 0, 0.195723
0.152, 0, 0, 0, 0.122097, 1.08307, 0, 0.31249, 0.488011, 0, 0.324139, 0.160903, 0, 0, 0.310964
0.155, 0, 0, 0, 0.031154, 0.849567, 0, 0.189104, 0.40156, 0, 0.232034, 0.11126, 0, 0, 0.221546
0.159, 0, 0, 0, 0.0275455, 0.86026, 0, 0.254952, 0.449537, 0, 0.300773, 0.141992, 0, 0, 0.29775
0.163, 0, 0, 0, 0.0270913, 0.792497, 0, 0.261757, 0.402559, 0, 0.300615, 0.141612, 0, 0, 0.295219
0.167, 0, 0, 0, 0.0275323, 0.793911, 0, 0.288281, 0.404844, 0, 0.323527, 0.153795, 0, 0, 0.320422
0.171, 0, 0, 0, 0.0275903, 0.797106, 0, 0.299173, 0.387333, 0, 0.328278, 0.152707, 0, 0, 0.321037
0.172, 0, 0, 0, 0.0273586, 0.799115, 0, 0.299385, 0.383537, 0, 0.328472, 0.151927, 0, 0, 0.320266
0.176, 0, 0, 0, 0.0273719, 0.813991, 0, 0.313604, 0.355754, 0, 0.333398, 0.151233, 0, 0, 0.320226
0.18, 0, 0, 0, 0.0268838, 0.824299, 0, 0.320338, 0.33311, 0, 0.336895, 0.147278, 0, 0, 0.31548
0.184, 0, 0, 0, 0.0261816, 0.832377, 0, 0.326089, 0.314081, 0, 0.335822, 0.144948, 0, 0, 0.311987
0.188, 0, 0, 0, 0.0253435, 0.836239, 0, 0.33071, 0.30082, 0, 0.334773, 0.143128, 0, 0, 0.309035
0.189, 0, 0, 0, 0.0248319, 0.835653, 0, 0.333714, 0.292432, 0, 0.33328, 0.142623, 0, 0, 0.307802
0.193, 0, 0, 0, 0.0255572, 0.838354, 0, 0.349894, 0.272587, 0, 0.333905, 0.14221, 0, 0, 0.307901
0.196, 0, 0, 0, 0.0234039, 0.836355, 0, 0.354241, 0.264837, 0, 0.333453, 0.141273, 0, 0, 0.306576
0.2, 0, 0, 0, 0.0255429, 0.835493, 0, 0.366522, 0.255269, 0, 0.334394, 0.142012, 0, 0, 0.307706
