Time,Stouch_RA5C1,Stouch_RA6D1,Stouch_RA4P2,Stouch_RA5C2,Stouch_RA6D2,Stouch_RA4P3,Stouch_RA5C3,Stouch_RA6D3,Stouch_RA4P4,Stouch_RA5C4,Stouch_RA6D4,Stouch_RA4P5,Stouch_RA5C5,Stouch_RA6D5
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.142031, 0, 0, 0.0281129, 0.197436
0.004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0324754, 0, 0, 0.0348564, 0.0158078
0.009, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.01607, 0, 0, 0.0346158, 0.00175345
0.014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0091577, 0, 0, 0.0337041, 9.1666e-05
0.024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00435626, 0, 0, 0.0216703, 0
0.034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00139551, 0, 0, 0.0068335, 0
0.038, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.246385, 0, 0, 0.0676137, 0.208821
0.039, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0560912, 0, 0, 0, 0
0.043, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.048, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.053, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.058, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.063, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.068, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.073, 0, 0, 0, 0, 0.0951629, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.077, 0, 0, 0, 0, 2.39562, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.078, 0, 0, 0, 0, 0.848366, 0, 0.275241, 0, 0, 0, 0, 0, 0, 0
0.081, 0, 0, 0, 0.122329, 1.11818, 0, 0.852194, 0, 0, 0, 0, 0, 0, 0
0.088, 0, 0, 0, 0.0528593, 0.777159, 0, 0.653784, 0, 0, 0.522339, 0, 0, 0, 0.550516
0.096, 0, 0, 0, 0.0469238, 0.958527, 0, 0.841786, 0.294454, 0, 0.556117, 0, 0, 0, 0.747579
0.098, 0, 0, 0, 0, 1.72334, 0, 3.05915, 0.0699795, 0, 2.86029, 0.059105, 0, 0, 1.23636
0.099, 0, 0, 0, 0, 0.388833, 0, 0.454157, 0.207448, 0, 0.38582, 0.207843, 0, 0, 0.213884
0.101, 0, 0, 0, 0, 1.34865, 0, 0.815741, 0.39899, 0, 0.591279, 0.396676, 0, 0, 0.524676
0.103, 0, 0, 0, 0, 0.516926, 0, 0.320986, 0.275699, 0, 0.25157, 0.229272, 0, 0, 0.176143
0.105, 0, 0, 0, 0, 1.224, 0, 0.561511, 0.519411, 0, 0.491485, 0.335345, 0, 0, 0.454184
0.108, 0, 0, 0, 0, 0.591095, 0, 0.210254, 0.461753, 0, 0.225401, 0.208162, 0, 0, 0.298034
0.111, 0, 0, 0, 0, 1.43238, 0, 0.31474, 0.802391, 0, 0.359624, 0.333536, 0, 0, 0.41668
0.113, 0, 0, 0, 0, 0.50301, 0, 0.0754772, 0.579416, 0, 0.138562, 0.176217, 0, 0, 0.135207
0.114, 0, 0, 0, 0, 1.41695, 0, 0.386395, 0.85017, 0, 0.406323, 0.329546, 0, 0, 0.395951
0.117, 0, 0, 0, 0, 0.497561, 0, 0.053541, 0.624405, 0, 0.107669, 0.186809, 0, 0, 0.132332
0.12, 0, 0, 0, 0, 1.50155, 0, 0.190689, 1.00025, 0, 0.306529, 0.387062, 0, 0, 0.443951
0.123, 0, 0, 0, 0, 0.432256, 0, 0.0273425, 0.579155, 0, 0.0817297, 0.160009, 0, 0, 0.111002
0.126, 0, 0, 0, 0, 1.60654, 0, 0.178709, 0.990042, 0, 0.322543, 0.381016, 0, 0, 0.46922
0.129, 0, 0, 0, 0, 0.357031, 0, 0.0139824, 0.498322, 0, 0.0715111, 0.119686, 0, 0, 0.0882318
0.13, 0, 0, 0, 0, 1.42683, 0, 0.322119, 0.874286, 0, 0.445086, 0.292691, 0, 0, 0.459907
0.133, 0, 0, 0, 0, 0.489696, 0, 0.0175651, 0.488981, 0, 0.112258, 0.112105, 0, 0, 0.125981
0.136, 0, 0, 0, 0, 1.53156, 0, 0.137203, 0.854812, 0, 0.354052, 0.269636, 0, 0, 0.441561
0.139, 0, 0, 0, 0, 0.407732, 0, 0.00776624, 0.387847, 0, 0.106588, 0.0836096, 0, 0, 0.102961
0.142, 0, 0, 0, 0, 1.65018, 0, 0.153119, 0.801606, 0, 0.39843, 0.260547, 0, 0, 0.477878
0.145, 0, 0, 0, 0, 0.322626, 0, 0.00134737, 0.275054, 0, 0.0944078, 0.0621515, 0, 0, 0.0801401
0.146, 0, 0, 0, 0, 1.46936, 0, 0.295438, 0.673515, 0, 0.483186, 0.229448, 0, 0, 0.470143
0.149, 0, 0, 0, 0, 0.449569, 0, 0.00645818, 0.292346, 0, 0.127652, 0.0729173, 0, 0, 0.116915
0.152, 0, 0, 0, 0, 1.58564, 0, 0.135925, 0.694504, 0, 0.392392, 0.23611, 0, 0, 0.458404
0.155, 0, 0, 0, 0, 0.362125, 0, 0.00565281, 0.227458, 0, 0.111999, 0.0577724, 0, 0, 0.0928426
0.158, 0, 0, 0, 0, 1.71203, 0, 0.176892, 0.67739, 0, 0.441313, 0.236054, 0, 0, 0.498429
0.161, 0, 0, 0, 0, 0.283374, 0, 0.00387445, 0.179723, 0, 0.102901, 0.0391816, 0, 0, 0.0723692
0.162, 0, 0, 0, 0, 1.50718, 0, 0.251764, 0.610511, 0, 0.529868, 0.203897, 0, 0, 0.483589
0.165, 0, 0, 0, 0, 0.41401, 0, 0.0240011, 0.197287, 0, 0.138815, 0.0510074, 0, 0, 0.109544
0.168, 0, 0, 0, 0, 1.69644, 0, 0.180195, 0.590538, 0, 0.444375, 0.207749, 0, 0, 0.472711
0.171, 0, 0, 0, 0, 0.29112, 0, 0.0174567, 0.145252, 0, 0.110608, 0.0346216, 0, 0, 0.0733701
0.175, 0, 0, 0, 0, 1.90342, 0, 0.228224, 0.619945, 0, 0.524915, 0.224918, 0, 0, 0.531322
0.178, 0, 0, 0, 0, 0.190936, 0, 0.0213676, 0.0924809, 0, 0.0849119, 0.0238057, 0, 0, 0.0438755
0.179, 0, 0, 0, 0, 1.78905, 0, 0.448944, 0.481813, 0, 0.61544, 0.203827, 0, 0, 0.52232
0.182, 0, 0, 0, 0, 0.240192, 0, 0.030493, 0.0997012, 0, 0.0981121, 0.0264037, 0, 0, 0.0591496
0.185, 0, 0, 0, 0, 1.976, 0, 0.382364, 0.529873, 0, 0.556989, 0.227666, 0, 0, 0.554141
0.188, 0, 0, 0, 0, 0.159208, 0, 0.029122, 0.0649871, 0, 0.0746664, 0.0203314, 0, 0, 0.035045
0.191, 0, 0, 0, 0, 2.11214, 0, 0.454789, 0.512724, 0, 0.597653, 0.241272, 0, 0, 0.592723
0.194, 0, 0, 0, 0, 0.114594, 0, 0.0277641, 0.0521875, 0, 0.0626221, 0.0178968, 0, 0, 0.023056
0.198, 0, 0, 0, 0, 2.02525, 0, 0.598072, 0.450607, 0, 0.64318, 0.250091, 0, 0, 0.618747
0.201, 0, 0, 0, 0, 0.137606, 0, 0.0581654, 0.0420775, 0, 0.0740283, 0.0203466, 0, 0, 0.031442
0.204, 0, 0, 0, 0, 1.97274, 0, 0.615505, 0.425953, 0, 0.632002, 0.246109, 0, 0, 0.606876
0.207, 0, 0, 0, 0, 0.155006, 0, 0.0767694, 0.033307, 0, 0.0793419, 0.0212665, 0, 0, 0.0379788
0.21, 0, 0, 0, 0, 1.94957, 0, 0.659361, 0.378817, 0, 0.624611, 0.242926, 0, 0, 0.598406
0.213, 0, 0, 0, 0, 0.162946, 0, 0.0886055, 0.0292702, 0, 0.0809542, 0.0215841, 0, 0, 0.0400453
0.214, 0, 0, 0, 0, 1.57657, 0, 0.761955, 0.280623, 0, 0.646958, 0.206219, 0, 0, 0.534837
0.217, 0, 0, 0, 0, 0.344441, 0, 0.159973, 0.0501765, 0, 0.138107, 0.0373748, 0, 0, 0.0977087
0.221, 0, 0, 0, 0, 1.66987, 0, 0.63081, 0.277297, 0, 0.53406, 0.204824, 0, 0, 0.505481
0.228, 0, 0, 0, 0, 0.27969, 0, 0.150602, 0.0320347, 0, 0.113314, 0.0297677, 0, 0, 0.0778798
0.235, 0, 0, 0, 0, 1.7936, 0, 0.761931, 0.22983, 0, 0.567565, 0.217872, 0, 0, 0.536024
0.236, 0, 0, 0, 0, 0.572275, 0, 0.121387, 0.0606531, 0, 0.0971493, 0.0468833, 0, 0, 0.121192
0.239, 0, 0, 0, 0, 1.34101, 0, 0.600899, 0.172341, 0, 0.444619, 0.166004, 0, 0, 0.407126
0.242, 0, 0, 0, 0, 0.56563, 0, 0.277362, 0.0583487, 0, 0.194476, 0.0618508, 0, 0, 0.153846
0.245, 0, 0, 0, 0, 1.4802, 0, 0.610814, 0.165231, 0, 0.452976, 0.165255, 0, 0, 0.411312
0.248, 0, 0, 0, 0, 0.455835, 0, 0.231554, 0.043972, 0, 0.161537, 0.0464027, 0, 0, 0.120306
0.251, 0, 0, 0, 0, 1.64857, 0, 0.680185, 0.174552, 0, 0.49899, 0.183006, 0, 0, 0.456873
0.254, 0, 0, 0, 0, 0.337642, 0, 0.178942, 0.03364, 0, 0.125503, 0.033437, 0, 0, 0.0852977
0.255, 0, 0, 0, 0, 1.61875, 0, 0.798348, 0.154013, 0, 0.583997, 0.172889, 0, 0, 0.464838
0.258, 0, 0, 0, 0, 0.352602, 0, 0.181218, 0.0335767, 0, 0.127059, 0.0335703, 0, 0, 0.0894854
0.261, 0, 0, 0, 0, 1.80796, 0, 0.738394, 0.188199, 0, 0.540718, 0.199182, 0, 0, 0.500649
0.264, 0, 0, 0, 0, 0.243854, 0, 0.129085, 0.0271994, 0, 0.0935599, 0.0234251, 0, 0, 0.0568246
0.267, 0, 0, 0, 0, 1.9855, 0, 0.809271, 0.207299, 0, 0.593612, 0.219021, 0, 0, 0.551389
0.27, 0, 0, 0, 0, 0.162596, 0, 0.0960922, 0.0220534, 0, 0.071481, 0.0179338, 0, 0, 0.0339244
0.271, 0, 0, 0, 0, 1.83292, 0, 0.924746, 0.169795, 0, 0.672045, 0.195126, 0, 0, 0.531783
0.274, 0, 0, 0, 0, 0.218678, 0, 0.117248, 0.0247558, 0, 0.0859994, 0.0202888, 0, 0, 0.0515923
0.277, 0, 0, 0, 0, 1.84257, 0, 0.825757, 0.20589, 0, 0.583991, 0.225684, 0, 0, 0.559049
0.28, 0, 0, 0, 0, 0.205548, 0, 0.118863, 0.0255227, 0, 0.0871063, 0.0206762, 0, 0, 0.0510611
0.283, 0, 0, 0, 0, 1.85756, 0, 0.839263, 0.208674, 0, 0.592961, 0.2289, 0, 0, 0.566444
0.286, 0, 0, 0, 0, 0.199039, 0, 0.118839, 0.0259609, 0, 0.0874819, 0.0206878, 0, 0, 0.0502681
0.287, 0, 0, 0, 0, 1.53465, 0, 0.896659, 0.16457, 0, 0.622837, 0.196162, 0, 0, 0.516384
