Time,Stouch_RA5C1,Stouch_RA6D1,Stouch_RA4P2,Stouch_RA5C2,Stouch_RA6D2,Stouch_RA4P3,Stouch_RA5C3,Stouch_RA6D3,Stouch_RA4P4,Stouch_RA5C4,Stouch_RA6D4,Stouch_RA4P5,Stouch_RA5C5,Stouch_RA6D5
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0205136, 0, 0, 0.0130365, 0.00432776
0.009, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0139913, 0, 0, 0.0192514, 0.00106309
0.014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00842277, 0, 0, 0.0208804, 0.000753712
0.019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00551907, 0, 0, 0.0289977, 0.00051564
0.023, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00425501, 0, 0, 0.0152824, 7.39647e-05
0.027, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00344714, 0, 0, 0.0125177, 0
0.031, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00272415, 0, 0, 0.00957168, 0
0.035, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00238648, 0, 0, 0.0098051, 0.000418696
0.036, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00145443, 0, 0, 0.00160044, 0
0.041, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0011362, 0, 0, 0, 0
0.046, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0010644, 0, 0, 0, 0
0.051, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.055, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.065, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.075, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.076, 0, 0, 0, 0, 0.0521138, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.08, 0, 0, 0, 0.149451, 1.89699, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.088, 0, 0, 0, 0.11679, 0.778912, 0, 0.639622, 0, 0, 0.328341, 0, 0, 0, 0.503411
0.091, 0, 0, 0, 0.26836, 1.40369, 0, 1.1155, 0, 0, 0.738543, 0, 0, 0, 0.718659
0.095, 0, 0, 0, 0.122459, 1.5426, 0, 0.807141, 0, 0, 0.553043, 0, 0, 0, 0.498746
0.096, 0, 0, 0, 0.0727099, 1.45805, 0, 0.745527, 0, 0, 0.499546, 0, 0, 0, 0.507246
0.099, 0, 0, 0, 1.80325, 2.48351, 0, 2.55429, 0.00130246, 0, 2.05882, 0, 0, 0, 1.02936
0.101, 0, 0, 0, 0.0560321, 0.122615, 0, 0.310282, 0.243381, 0, 0.161289, 0.22104, 0, 0, 0.0488889
0.103, 0, 0, 0, 0.535723, 2.03513, 0, 0.954451, 0.701228, 0, 0.496273, 0.754813, 0, 0, 0.669068
0.104, 0, 0, 0, 0, 0.838585, 0, 0.351454, 0.345908, 0, 0.222679, 0.26252, 0, 0, 0.204507
0.107, 0, 0, 0, 0.207743, 1.61508, 0, 0.735776, 0.540672, 0, 0.568186, 0.341082, 0, 0, 0.419487
