Time,Stouch_RA5C1,Stouch_RA6D1,Stouch_RA4P2,Stouch_RA5C2,Stouch_RA6D2,Stouch_RA4P3,Stouch_RA5C3,Stouch_RA6D3,Stouch_RA4P4,Stouch_RA5C4,Stouch_RA6D4,Stouch_RA4P5,Stouch_RA5C5,Stouch_RA6D5
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.166289, 0, 0, 0.0317356, 0.147027
0.002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.133525, 0, 0, 0.0315788, 0.200752
0.003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0382224, 0, 0, 0.0277305, 0.0944435
0.005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0290025, 0, 0, 0.0546074, 0.0166301
0.007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0224955, 0, 0, 0.0515555, 0.0112367
0.008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0197333, 0, 0, 0.0495466, 0.00942629
0.01, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0153578, 0, 0, 0.0461152, 0.00618901
0.012, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0129528, 0, 0, 0.0427275, 0.00473272
0.014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0109352, 0, 0, 0.0401232, 0.00463424
0.017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00808786, 0, 0, 0.0356913, 0.00457898
0.019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00719263, 0, 0, 0.045884, 0.000153474
0.021, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00656746, 0, 0, 0.0322538, 0
0.022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00638796, 0, 0, 0.030742, 0
0.024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00570304, 0, 0, 0.0268435, 0
0.026, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00519414, 0, 0, 0.0235461, 0
0.028, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00436499, 0, 0, 0.0219805, 0
0.029, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00407904, 0, 0, 0.0203706, 0
0.031, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00346527, 0, 0, 0.019527, 0
0.033, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00283454, 0, 0, 0.0137637, 0
0.035, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00378144, 0, 0, 0.0194095, 0
0.036, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00169804, 0, 0, 0.00428974, 0
0.038, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.340616, 0, 0, 0.0387273, 0.206682
0.039, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0682876, 0, 0, 0, 0.00765401
0.041, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.043, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.044, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.046, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.048, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.051, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.053, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.055, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.057, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.058, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.062, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.064, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.066, 0, 0, 0, 0.0249107, 0.0531473, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.067, 0, 0, 0, 0.741893, 0.649232, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.069, 0, 0, 0, 0.742353, 0.980851, 0, 0.333335, 0, 0, 0, 0, 0, 0, 0
0.071, 0, 0, 0, 0, 1.65038, 0, 0.594473, 0, 0, 0, 0, 0, 0, 0
0.073, 0, 0, 0, 0.103109, 0.775047, 0, 0.455538, 0, 0, 0, 0, 0, 0, 0
0.074, 0, 0, 0, 0.300236, 1.69635, 0, 0.94125, 0, 0, 0, 0, 0, 0, 0
0.076, 0, 0, 0, 0.0915517, 1.07248, 0, 0.606375, 0, 0, 0, 0, 0, 0, 0
0.077, 0, 0, 0, 0.194622, 1.48185, 0, 0.871665, 0, 0, 0.370503, 0, 0, 0, 0
0.079, 0, 0, 0, 0.132254, 1.15737, 0, 0.713356, 0, 0, 0.582072, 0, 0, 0, 0.514101
0.081, 0, 0, 0, 0.172161, 1.35863, 0, 0.849242, 0, 0, 0.738258, 0, 0, 0, 0.72
0.082, 0, 0, 0, 0.121016, 1.14438, 0, 0.755095, 0, 0, 0.664631, 0, 0, 0.0211223, 0.650202
0.084, 0, 0, 0, 0.145963, 1.17629, 0, 0.839213, 0, 0, 0.70264, 0, 0, 0.00953389, 0.701334
