ra_wr_s_p,ra_wr_e_f,ra_cmc1_f_e,ra_cmc1_ad_ab,ra_cmc1_rot,ra_mcp1_f_e,ra_ip1_f_e,ra_mcp2_e_f,ra_pip2_e_f,ra_dip2_e_f,ra_mcp3_e_f,ra_pip3_e_f,ra_dip3_e_f,ra_mcp4_e_f,ra_pip4_e_f,ra_dip4_e_f,ra_mcp5_e_f,ra_pip5_e_f,ra_dip5_e_f
0.00001,0.02,0,0,0,0,0,0.04,0.001,0.0005,0.02,0.0025,0.0005,0.015,0.0025,0.0005,0.01,0.001,0.00025
